factor,direction,database,pathway_id,pathway_description,gene_ratio,bg_ratio,nominal_pvalue,fdr_bh,gene_count,enriched_genes,evidence_status
Factor3,Negative,GO_Biological_Process,GO:0048667,cell morphogenesis involved in neuron differentiation,8/97,34/828,0.0360676865471897,0.659403811564958,8,DAB1/CXCL12/PTK7/PTPRD/MFSD2A/TNIK/IGSF9/ADCY1,Exploratory
Factor3,Negative,GO_Biological_Process,GO:0030900,forebrain development,7/97,28/828,0.036168074735565,0.659403811564958,7,DAB1/AVPR1A/CXCL12/MFSD2A/ATF5/SSTR1/COL3A1,Exploratory
Factor3,Negative,GO_Biological_Process,GO:0097305,response to alcohol,7/97,28/828,0.036168074735565,0.659403811564958,7,AVPR1A/GHR/FOSB/VCAM1/DBH/FBP1/ADCY1,Exploratory
Factor3,Negative,GO_Biological_Process,GO:0048518,positive regulation of biological process,52/97,369/828,0.0363777632171467,0.659403811564958,52,ADRA1A/DAB1/AVPR1A/GCGR/IGHA1/CXCL12/GHR/JCHAIN/PDGFRA/CD38/THBS2/CD8A/G0S2/IGHM/IGHA2/IL7R/PTK7/PPARGC1A/TRPV4/FOSB/ABI3BP/PTPRD/VCAM1/DBH/MFSD2A/LIFR/IGHG2/SOCS2/FCN3/HSD17B13/IGKC/GPD1/TNIK/TLR2/IGLC3/CD3E/KDM8/IGHG3/DCN/TBX15/IGHG4/HAMP/ADGRA2/ATF5/NR4A3/TNXB/PTGIS/SVEP1/ARMCX3/COL3A1/ADCY1/XDH,Exploratory
Factor3,Negative,GO_Biological_Process,GO:0022029,telencephalon cell migration,3/97,7/828,0.0384106341416156,0.659403811564958,3,DAB1/CXCL12/COL3A1,Exploratory
Factor3,Negative,GO_Biological_Process,GO:0032570,response to progesterone,3/97,7/828,0.0384106341416156,0.659403811564958,3,CD38/FOSB/TLR2,Exploratory
Factor3,Negative,GO_Biological_Process,GO:0050773,regulation of dendrite development,3/97,7/828,0.0384106341416156,0.659403811564958,3,PTPRD/MFSD2A/TNIK,Exploratory
Factor3,Negative,GO_Biological_Process,GO:0071229,cellular response to acid chemical,3/97,7/828,0.0384106341416156,0.659403811564958,3,AVPR1A/PDGFRA/COL3A1,Exploratory
Factor3,Negative,GO_Biological_Process,GO:0015980,energy derivation by oxidation of organic compounds,5/97,17/828,0.0390670121753027,0.659403811564958,5,GCGR/PPARGC1A/TRPV4/GPD1/NR4A3,Exploratory
Factor3,Negative,GO_Biological_Process,GO:0035150,regulation of tube size,5/97,17/828,0.0390670121753027,0.659403811564958,5,ADRA1A/AVPR1A/CD38/DBH/SVEP1,Exploratory
Factor3,Negative,GO_Biological_Process,GO:0035296,regulation of tube diameter,5/97,17/828,0.0390670121753027,0.659403811564958,5,ADRA1A/AVPR1A/CD38/DBH/SVEP1,Exploratory
Factor3,Negative,GO_Biological_Process,GO:0097746,blood vessel diameter maintenance,5/97,17/828,0.0390670121753027,0.659403811564958,5,ADRA1A/AVPR1A/CD38/DBH/SVEP1,Exploratory
Factor3,Negative,GO_Biological_Process,GO:1903522,regulation of blood circulation,5/97,17/828,0.0390670121753027,0.659403811564958,5,ADRA1A/AVPR1A/CD38/DBH/SVEP1,Exploratory
Factor3,Negative,GO_Biological_Process,GO:1902679,negative regulation of RNA biosynthetic process,11/97,54/828,0.0406877229473327,0.677552606345159,11,CD38/TRPV4/FOSB/AASS/FCN3/FBP1/KDM8/TBX15/HAMP/ATF5/NR4A3,Exploratory
Factor3,Negative,GO_Biological_Process,GO:0007623,circadian rhythm,4/97,12/828,0.0417641642450936,0.677552606345159,4,PPARGC1A/KDM8/ATF5/ADCY1,Exploratory
Factor3,Negative,GO_Biological_Process,GO:0030307,positive regulation of cell growth,4/97,12/828,0.0417641642450936,0.677552606345159,4,AVPR1A/CXCL12/CD38/MFSD2A,Exploratory
Factor3,Negative,GO_Biological_Process,GO:0043467,regulation of generation of precursor metabolites and energy,4/97,12/828,0.0417641642450936,0.677552606345159,4,GCGR/TRPV4/GPD1/FBP1,Exploratory
Factor3,Negative,GO_Biological_Process,GO:0003018,vascular process in circulatory system,8/97,35/828,0.0423240108877004,0.680032905705263,8,ADRA1A/AVPR1A/SLC7A2/CD38/TRPV4/DBH/MFSD2A/SVEP1,Exploratory
Factor3,Negative,GO_Biological_Process,GO:1901654,response to ketone,7/97,29/828,0.043205003731395,0.683546586137029,7,AVPR1A/GHR/CD38/FOSB/FBP1/TLR2/ADCY1,Exploratory
Factor3,Negative,GO_Biological_Process,GO:0044282,small molecule catabolic process,10/97,48/828,0.0437698891182897,0.683546586137029,10,AADAT/AASS/ADH4/MFSD2A/AGXT/UROC1/TDO2/HAO2/XDH/HOGA1,Exploratory
Factor3,Negative,GO_Biological_Process,GO:0055086,nucleobase-containing small molecule metabolic process,10/97,48/828,0.0437698891182897,0.683546586137029,10,CD38/AADAT/AASS/GPD1/FBP1/TDO2/ACSM3/PTGIS/ADCY1/XDH,Exploratory
Factor3,Negative,GO_Biological_Process,GO:0048705,skeletal system morphogenesis,5/97,18/828,0.0491955941574214,0.747325798518647,5,GHR/PDGFRA/TRPV4/TBX15/COL3A1,Exploratory
Factor3,Negative,GO_Biological_Process,GO:0050803,regulation of synapse structure or activity,5/97,18/828,0.0491955941574214,0.747325798518647,5,DAB1/THBS2/PTPRD/TLR2/IGSF9,Exploratory
Factor3,Negative,GO_Biological_Process,GO:0050807,regulation of synapse organization,5/97,18/828,0.0491955941574214,0.747325798518647,5,DAB1/THBS2/PTPRD/TLR2/IGSF9,Exploratory
Factor3,Negative,KEGG_Pathway,hsa04630,JAK-STAT signaling pathway,5/59,9/493,0.00180276529083862,0.206554145745684,5,GHR/PDGFRA/IL7R/LIFR/SOCS2,Exploratory
Factor3,Negative,KEGG_Pathway,hsa04081,Hormone signaling,7/59,18/493,0.00273581649994284,0.206554145745684,7,ADRA1A/AVPR1A/GCGR/GHR/HAMP/SSTR1/ADCY1,Exploratory
Factor3,Negative,KEGG_Pathway,hsa04935,"Growth hormone synthesis, secretion and action",5/59,13/493,0.0125433777336753,0.413639550463462,5,GHR/IGFALS/SOCS2/SSTR1/ADCY1,Exploratory
Factor3,Negative,KEGG_Pathway,hsa00230,Purine metabolism,3/59,5/493,0.013696673856406,0.413639550463462,3,PDE11A/ADCY1/XDH,Exploratory
Factor3,Negative,KEGG_Pathway,hsa04923,Regulation of lipolysis in adipocytes,3/59,5/493,0.013696673856406,0.413639550463462,3,G0S2/PLIN1/ADCY1,Exploratory
Factor3,Negative,KEGG_Pathway,hsa04072,Phospholipase D signaling pathway,3/59,6/493,0.0250676554945878,0.598867272453902,3,AVPR1A/PDGFRA/ADCY1,Exploratory
Factor3,Negative,KEGG_Pathway,hsa04146,Peroxisome,3/59,7/493,0.0401628087370612,0.598867272453902,3,AGXT/HAO2/XDH,Exploratory
Factor3,Negative,KEGG_Pathway,hsa04020,Calcium signaling pathway,5/59,17/493,0.0412011663431374,0.598867272453902,5,ADRA1A/AVPR1A/PDGFRA/CD38/ADCY1,Exploratory
Factor3,Negative,KEGG_Pathway,hsa04080,Neuroactive ligand-receptor interaction,5/59,17/493,0.0412011663431374,0.598867272453902,5,ADRA1A/AVPR1A/GCGR/GHR/SSTR1,Exploratory
Factor3,Negative,KEGG_Pathway,hsa04640,Hematopoietic cell lineage,4/59,12/493,0.0439039420628398,0.598867272453902,4,CD38/CD8A/IL7R/CD3E,Exploratory
Factor3,Negative,KEGG_Pathway,hsa04151,PI3K-Akt signaling pathway,7/59,30/493,0.0540281612107105,0.598867272453902,7,GHR/PDGFRA/COL4A4/THBS2/IL7R/TLR2/TNXB,Not Significant
Factor3,Negative,KEGG_Pathway,hsa04350,TGF-beta signaling pathway,3/59,8/493,0.0588609203666269,0.598867272453902,3,INHBE/DCN/HAMP,Not Significant
Factor3,Negative,KEGG_Pathway,hsa04918,Thyroid hormone synthesis,3/59,8/493,0.0588609203666269,0.598867272453902,3,SERPINA7/GPX7/ADCY1,Not Significant
Factor3,Negative,KEGG_Pathway,hsa04970,Salivary secretion,3/59,8/493,0.0588609203666269,0.598867272453902,3,ADRA1A/CD38/ADCY1,Not Significant
Factor3,Negative,KEGG_Pathway,hsa04518,Integrin signaling,5/59,19/493,0.0640739042641492,0.598867272453902,5,PDGFRA/COL4A4/THBS2/VCAM1/TNXB,Not Significant
Factor3,Negative,KEGG_Pathway,hsa04910,Insulin signaling pathway,3/59,9/493,0.0809131262472695,0.598867272453902,3,PPARGC1A/SOCS2/FBP1,Not Significant
Factor3,Negative,KEGG_Pathway,hsa04922,Glucagon signaling pathway,3/59,9/493,0.0809131262472695,0.598867272453902,3,GCGR/PPARGC1A/FBP1,Not Significant
Factor3,Negative,KEGG_Pathway,hsa05144,Malaria,3/59,9/493,0.0809131262472695,0.598867272453902,3,THBS2/VCAM1/TLR2,Not Significant
Factor3,Negative,KEGG_Pathway,hsa05146,Amoebiasis,4/59,15/493,0.0919593809478638,0.598867272453902,4,COL4A4/TLR2/COL3A1/ADCY1,Not Significant
Factor3,Negative,KEGG_Pathway,hsa04060,Cytokine-cytokine receptor interaction,5/59,21/493,0.0928868255273654,0.598867272453902,5,CXCL12/GHR/IL7R/INHBE/LIFR,Not Significant
Factor8,Positive,GO_Biological_Process,GO:0010273,detoxification of copper ion,7/92,7/828,1.69743598613077e-07,5.41821566772942e-05,7,MT2A/MT1E/MT1F/MT1A/MT1G/MT1M/MT1X,Robust Supported
Factor8,Positive,GO_Biological_Process,GO:0061687,detoxification of inorganic compound,7/92,7/828,1.69743598613077e-07,5.41821566772942e-05,7,MT2A/MT1E/MT1F/MT1A/MT1G/MT1M/MT1X,Robust Supported
Factor8,Positive,GO_Biological_Process,GO:0071294,cellular response to zinc ion,7/92,7/828,1.69743598613077e-07,5.41821566772942e-05,7,MT2A/MT1E/MT1F/MT1A/MT1G/MT1M/MT1X,Robust Supported
Factor8,Positive,GO_Biological_Process,GO:0097501,stress response to metal ion,7/92,7/828,1.69743598613077e-07,5.41821566772942e-05,7,MT2A/MT1E/MT1F/MT1A/MT1G/MT1M/MT1X,Robust Supported
Factor8,Positive,GO_Biological_Process,GO:1990169,stress response to copper ion,7/92,7/828,1.69743598613077e-07,5.41821566772942e-05,7,MT2A/MT1E/MT1F/MT1A/MT1G/MT1M/MT1X,Robust Supported
Factor8,Positive,GO_Biological_Process,GO:0071276,cellular response to cadmium ion,7/92,8/828,1.23493119916676e-06,0.000281564313410021,7,MT2A/MT1E/MT1F/MT1A/MT1G/MT1M/MT1X,Robust Supported
Factor8,Positive,GO_Biological_Process,GO:0071280,cellular response to copper ion,7/92,8/828,1.23493119916676e-06,0.000281564313410021,7,MT2A/MT1E/MT1F/MT1A/MT1G/MT1M/MT1X,Robust Supported
Factor8,Positive,GO_Biological_Process,GO:0010043,response to zinc ion,7/92,9/828,5.0540184499324e-06,0.00089624593845468,7,MT2A/MT1E/MT1F/MT1A/MT1G/MT1M/MT1X,Robust Supported
Factor8,Positive,GO_Biological_Process,GO:0046686,response to cadmium ion,7/92,9/828,5.0540184499324e-06,0.00089624593845468,7,MT2A/MT1E/MT1F/MT1A/MT1G/MT1M/MT1X,Robust Supported
Factor8,Positive,GO_Biological_Process,GO:0006882,intracellular zinc ion homeostasis,7/92,10/828,1.53221871021741e-05,0.00222311005591544,7,MT2A/MT1E/MT1F/MT1A/MT1G/MT1M/MT1X,Robust Supported
Factor8,Positive,GO_Biological_Process,GO:0046688,response to copper ion,7/92,10/828,1.53221871021741e-05,0.00222311005591544,7,MT2A/MT1E/MT1F/MT1A/MT1G/MT1M/MT1X,Robust Supported
Factor8,Positive,GO_Biological_Process,GO:0045926,negative regulation of growth,10/92,24/828,9.37204586669499e-05,0.0124648210027043,10,MT2A/MT1E/MT1F/MT1A/MT1G/MT1M/MT1X/MAP2/CDKN2A/OSGIN1,Robust Supported
Factor8,Positive,GO_Biological_Process,GO:0046907,intracellular transport,9/92,28/828,0.00202156428814775,0.248185892606446,9,MAP2/ARMCX3/CDKN2A/DNAJC6/IFI27/NGFR/WLS/EXPH5/SFN,Exploratory
Factor8,Positive,GO_Biological_Process,GO:0040008,regulation of growth,12/92,47/828,0.0033407822470088,0.380849176159003,12,MT2A/MT1E/MT1F/MT1A/MT1G/MT1M/MT1X/MAP2/CDKN2A/EPPK1/OSGIN1/SFN,Exploratory
Factor8,Positive,GO_Biological_Process,GO:0006260,DNA replication,6/92,16/828,0.00510303928208097,0.509028168387577,6,NUGGC/CCNE1/ENPP7/CDT1/MCM10/CCNA2,Exploratory
Factor8,Positive,GO_Biological_Process,GO:0006886,intracellular protein transport,6/92,16/828,0.00510303928208097,0.509028168387577,6,CDKN2A/IFI27/NGFR/WLS/EXPH5/SFN,Exploratory
Factor8,Positive,GO_Biological_Process,GO:0032880,regulation of protein localization,12/92,51/828,0.00691187657986988,0.592169261859007,12,NECAB2/CCNE1/GLIS2/MAP2/CDKN2A/IFI27/NGFR/WLS/EXPH5/SFN/ARHGEF16/GNAO1,Exploratory
Factor8,Positive,GO_Biological_Process,GO:0006275,regulation of DNA replication,4/92,8/828,0.00704963406975008,0.592169261859007,4,NUGGC/ENPP7/CDT1/CCNA2,Exploratory
Factor8,Positive,GO_Biological_Process,GO:0032386,regulation of intracellular transport,4/92,8/828,0.00704963406975008,0.592169261859007,4,MAP2/CDKN2A/IFI27/SFN,Exploratory
Factor8,Positive,GO_Biological_Process,GO:0060341,regulation of cellular localization,12/92,52/828,0.00816237410588422,0.651357453649561,12,NECAB2/CCNE1/GLIS2/MAP2/CDKN2A/IFI27/NGFR/WLS/EXPH5/SFN/ARHGEF16/GNAO1,Exploratory
Factor8,Positive,GO_Biological_Process,GO:0006913,nucleocytoplasmic transport,3/92,5/828,0.0112579957309794,0.691067737947812,3,CDKN2A/IFI27/SFN,Exploratory
Factor8,Positive,GO_Biological_Process,GO:0043114,regulation of vascular permeability,3/92,5/828,0.0112579957309794,0.691067737947812,3,AKAP12/BDKRB2/AMOT,Exploratory
Factor8,Positive,GO_Biological_Process,GO:0046822,regulation of nucleocytoplasmic transport,3/92,5/828,0.0112579957309794,0.691067737947812,3,CDKN2A/IFI27/SFN,Exploratory
Factor8,Positive,GO_Biological_Process,GO:0051169,nuclear transport,3/92,5/828,0.0112579957309794,0.691067737947812,3,CDKN2A/IFI27/SFN,Exploratory
Factor8,Positive,GO_Biological_Process,GO:1900180,regulation of protein localization to nucleus,3/92,5/828,0.0112579957309794,0.691067737947812,3,GLIS2/CDKN2A/NGFR,Exploratory
Factor8,Positive,GO_Biological_Process,GO:1900182,positive regulation of protein localization to nucleus,3/92,5/828,0.0112579957309794,0.691067737947812,3,GLIS2/CDKN2A/NGFR,Exploratory
Factor8,Positive,GO_Biological_Process,GO:0006261,DNA-templated DNA replication,4/92,10/828,0.0177352256360217,0.983276049621216,4,NUGGC/CCNE1/CDT1/MCM10,Exploratory
Factor8,Positive,GO_Biological_Process,GO:0098754,detoxification,7/92,26/828,0.0186067876861588,0.983276049621216,7,MT2A/MT1E/MT1F/MT1A/MT1G/MT1M/MT1X,Exploratory
Factor8,Positive,GO_Biological_Process,GO:0040007,growth,14/92,72/828,0.020501406079303,0.983276049621216,14,MT2A/MT1E/MT1F/MT1A/MT1G/MT1M/MT1X/MAP2/CDKN2A/EPPK1/ECM1/OSGIN1/COL3A1/SFN,Exploratory
Factor8,Positive,GO_Biological_Process,GO:0006270,DNA replication initiation,3/92,6/828,0.0207124410268171,0.983276049621216,3,CCNE1/CDT1/MCM10,Exploratory
Factor8,Positive,GO_Biological_Process,GO:0021675,nerve development,3/92,6/828,0.0207124410268171,0.983276049621216,3,B4GALNT1/SULF1/NGFR,Exploratory
Factor8,Positive,GO_Biological_Process,GO:0033157,regulation of intracellular protein transport,3/92,6/828,0.0207124410268171,0.983276049621216,3,CDKN2A/IFI27/SFN,Exploratory
Factor8,Positive,GO_Biological_Process,GO:0071248,cellular response to metal ion,7/92,27/828,0.0228808700758013,0.983276049621216,7,MT2A/MT1E/MT1F/MT1A/MT1G/MT1M/MT1X,Exploratory
Factor8,Positive,GO_Biological_Process,GO:0001960,negative regulation of cytokine-mediated signaling pathway,3/92,7/828,0.0333586242418701,0.983276049621216,3,PALM3/ECM1/TNFRSF11B,Exploratory
Factor8,Positive,GO_Biological_Process,GO:0060761,negative regulation of response to cytokine stimulus,3/92,7/828,0.0333586242418701,0.983276049621216,3,PALM3/ECM1/TNFRSF11B,Exploratory
Factor8,Positive,GO_Biological_Process,GO:0089718,amino acid import across plasma membrane,3/92,7/828,0.0333586242418701,0.983276049621216,3,SLC7A2/SLC38A1/SLC6A6,Exploratory
Factor8,Positive,GO_Biological_Process,GO:1901796,regulation of signal transduction by p53 class mediator,3/92,7/828,0.0333586242418701,0.983276049621216,3,CD44/CDKN2A/BDKRB2,Exploratory
Factor8,Positive,GO_Biological_Process,GO:1903829,positive regulation of protein localization,8/92,36/828,0.0372993740975278,0.983276049621216,8,NECAB2/GLIS2/CDKN2A/NGFR/WLS/EXPH5/SFN/ARHGEF16,Exploratory
Factor8,Positive,GO_Biological_Process,GO:0006259,DNA metabolic process,8/92,37/828,0.0433267790849084,0.983276049621216,8,NUGGC/CCNE1/ENPP7/CDT1/CDKN2A/MCM10/CBS/CCNA2,Exploratory
Factor8,Positive,GO_Biological_Process,GO:0009636,response to toxic substance,8/92,37/828,0.0433267790849084,0.983276049621216,8,MT2A/MT1E/MT1F/MT1A/MT1G/MT1M/MT1X/GLYAT,Exploratory
Factor8,Positive,GO_Biological_Process,GO:0003333,amino acid transmembrane transport,3/92,8/828,0.0491440183451421,0.983276049621216,3,SLC7A2/SLC38A1/SLC6A6,Exploratory
Factor8,Positive,GO_Biological_Process,GO:0034504,protein localization to nucleus,3/92,8/828,0.0491440183451421,0.983276049621216,3,GLIS2/CDKN2A/NGFR,Exploratory
Factor8,Positive,GO_Biological_Process,GO:0051052,regulation of DNA metabolic process,5/92,19/828,0.0499515920933104,0.983276049621216,5,NUGGC/ENPP7/CDT1/CDKN2A/CCNA2,Exploratory
Factor8,Positive,GO_Biological_Process,GO:0051606,detection of stimulus,5/92,19/828,0.0499515920933104,0.983276049621216,5,LY96/CD1D/NGFR/GPR88/OR2I1P,Exploratory
Factor8,Positive,KEGG_Pathway,hsa04978,Mineral absorption,7/50,10/493,6.99400879083237e-06,0.000811305019736555,7,MT2A/MT1E/MT1F/MT1A/MT1G/MT1M/MT1X,Robust Supported
Factor8,Positive,KEGG_Pathway,hsa05203,Viral carcinogenesis,3/50,6/493,0.0157993311262255,0.653784699940523,3,CCNE1/CDKN2A/CCNA2,Exploratory
Factor8,Positive,KEGG_Pathway,hsa04110,Cell cycle,6/50,22/493,0.0169082249984618,0.653784699940523,6,CCNE1/CDT1/CDKN2A/PKMYT1/SFN/CCNA2,Exploratory
Factor8,Positive,KEGG_Pathway,hsa05206,MicroRNAs in cancer,4/50,14/493,0.0436676192448354,0.858342687746429,4,CCNE1/CD44/CDKN2A/TNXB,Exploratory
Factor8,Positive,KEGG_Pathway,hsa04115,p53 signaling pathway,3/50,10/493,0.0706973605261678,0.858342687746429,3,CCNE1/CDKN2A/SFN,Not Significant
Factor8,Positive,KEGG_Pathway,hsa05169,Epstein-Barr virus infection,3/50,12/493,0.112152086091487,0.858342687746429,3,CCNE1/CD44/CCNA2,Not Significant
Factor8,Positive,KEGG_Pathway,hsa00600,Sphingolipid metabolism,2/50,6/493,0.116065940634423,0.858342687746429,2,B4GALNT1/ENPP7,Not Significant
Factor8,Positive,KEGG_Pathway,hsa02010,ABC transporters,2/50,6/493,0.116065940634423,0.858342687746429,2,ABCA8/ABCB4,Not Significant
Factor8,Positive,KEGG_Pathway,hsa04727,GABAergic synapse,2/50,6/493,0.116065940634423,0.858342687746429,2,SLC38A1/GNAO1,Not Significant
Factor8,Positive,KEGG_Pathway,hsa05204,Chemical carcinogenesis - DNA adducts,5/50,27/493,0.126416085255999,0.858342687746429,5,NAT2/AKR1C2/UGT2B7/UGT1A6/HSD11B1,Not Significant
Factor8,Positive,KEGG_Pathway,hsa04723,Retrograde endocannabinoid signaling,2/50,7/493,0.152219568210685,0.858342687746429,2,DAGLA/GNAO1,Not Significant
Factor8,Positive,KEGG_Pathway,hsa04724,Glutamatergic synapse,2/50,7/493,0.152219568210685,0.858342687746429,2,SLC38A1/GNAO1,Not Significant
Factor8,Positive,KEGG_Pathway,hsa04218,Cellular senescence,3/50,15/493,0.187200336201442,0.858342687746429,3,CCNE1/CDKN2A/CCNA2,Not Significant
Factor8,Positive,KEGG_Pathway,hsa05166,Human T-cell leukemia virus 1 infection,3/50,15/493,0.187200336201442,0.858342687746429,3,CCNE1/CDKN2A/CCNA2,Not Significant
Factor8,Positive,KEGG_Pathway,hsa04530,Tight junction,2/50,8/493,0.190232950291899,0.858342687746429,2,CD1D/AMOT,Not Significant
Factor8,Positive,KEGG_Pathway,hsa00860,Porphyrin metabolism,2/50,9/493,0.229377216493938,0.858342687746429,2,UGT2B7/UGT1A6,Not Significant
Factor8,Positive,KEGG_Pathway,hsa05145,Toxoplasmosis,2/50,9/493,0.229377216493938,0.858342687746429,2,LY96/GNAO1,Not Significant
Factor8,Positive,KEGG_Pathway,hsa00140,Steroid hormone biosynthesis,4/50,25/493,0.240930525431393,0.858342687746429,4,AKR1C2/UGT2B7/UGT1A6/HSD11B1,Not Significant
Factor8,Positive,KEGG_Pathway,hsa00053,Ascorbate and aldarate metabolism,2/50,10/493,0.26904718048588,0.858342687746429,2,UGT2B7/UGT1A6,Not Significant
Factor8,Positive,KEGG_Pathway,hsa04064,NF-kappa B signaling pathway,2/50,10/493,0.26904718048588,0.858342687746429,2,TNFSF14/LY96,Not Significant
Factor8,Negative,GO_Biological_Process,GO:0006898,receptor-mediated endocytosis,6/92,15/828,0.00349986358293912,0.940373512419336,6,RAMP1/AMN/APOA5/CXCL8/APOC3/APLN,Exploratory
Factor8,Negative,GO_Biological_Process,GO:0033344,cholesterol efflux,4/92,8/828,0.00704963406975008,0.940373512419336,4,APOM/PON1/APOA5/APOC3,Exploratory
Factor8,Negative,GO_Biological_Process,GO:0046503,glycerolipid catabolic process,4/92,8/828,0.00704963406975008,0.940373512419336,4,ENPP2/GPLD1/APOA5/APOC3,Exploratory
Factor8,Negative,GO_Biological_Process,GO:0007389,pattern specification process,6/92,17/828,0.00718795743268908,0.940373512419336,6,BICC1/FGFR2/GPC3/ZBTB16/FST/IHH,Exploratory
Factor8,Negative,GO_Biological_Process,GO:0009880,embryonic pattern specification,3/92,5/828,0.0112579957309794,0.940373512419336,3,FGFR2/ZBTB16/IHH,Exploratory
Factor8,Negative,GO_Biological_Process,GO:0010463,mesenchymal cell proliferation,3/92,5/828,0.0112579957309794,0.940373512419336,3,FGFR2/GPC3/IHH,Exploratory
Factor8,Negative,GO_Biological_Process,GO:0010896,regulation of triglyceride catabolic process,3/92,5/828,0.0112579957309794,0.940373512419336,3,GPLD1/APOA5/APOC3,Exploratory
Factor8,Negative,GO_Biological_Process,GO:0032091,negative regulation of protein binding,3/92,5/828,0.0112579957309794,0.940373512419336,3,CFHR5/CFHR1/TTBK1,Exploratory
Factor8,Negative,GO_Biological_Process,GO:0034381,plasma lipoprotein particle clearance,3/92,5/828,0.0112579957309794,0.940373512419336,3,APOM/GPLD1/APOC3,Exploratory
Factor8,Negative,GO_Biological_Process,GO:0060191,regulation of lipase activity,3/92,5/828,0.0112579957309794,0.940373512419336,3,FGFR2/APOA5/APOC3,Exploratory
Factor8,Negative,GO_Biological_Process,GO:0008207,C21-steroid hormone metabolic process,4/92,9/828,0.0116184148020792,0.940373512419336,4,AFP/DHRS2/AKR1D1/CACNA1H,Exploratory
Factor8,Negative,GO_Biological_Process,GO:0042157,lipoprotein metabolic process,4/92,9/828,0.0116184148020792,0.940373512419336,4,APOM/ANGPTL8/APOA5/APOC3,Exploratory
Factor8,Negative,GO_Biological_Process,GO:0007224,smoothened signaling pathway,4/92,10/828,0.0177352256360217,0.940373512419336,4,FGFR2/GPC3/DCDC2/IHH,Exploratory
Factor8,Negative,GO_Biological_Process,GO:0008589,regulation of smoothened signaling pathway,4/92,10/828,0.0177352256360217,0.940373512419336,4,FGFR2/GPC3/DCDC2/IHH,Exploratory
Factor8,Negative,GO_Biological_Process,GO:0035107,appendage morphogenesis,4/92,10/828,0.0177352256360217,0.940373512419336,4,FGFR2/GPC3/ZBTB16/IHH,Exploratory
Factor8,Negative,GO_Biological_Process,GO:0035108,limb morphogenesis,4/92,10/828,0.0177352256360217,0.940373512419336,4,FGFR2/GPC3/ZBTB16/IHH,Exploratory
Factor8,Negative,GO_Biological_Process,GO:0045913,positive regulation of carbohydrate metabolic process,4/92,10/828,0.0177352256360217,0.940373512419336,4,GPLD1/GPT/PPP1R3G/PRKAA2,Exploratory
Factor8,Negative,GO_Biological_Process,GO:0097006,regulation of plasma lipoprotein particle levels,4/92,10/828,0.0177352256360217,0.940373512419336,4,APOM/GPLD1/APOA5/APOC3,Exploratory
Factor8,Negative,GO_Biological_Process,GO:0003002,regionalization,5/92,15/828,0.0184812640818164,0.940373512419336,5,BICC1/FGFR2/GPC3/ZBTB16/IHH,Exploratory
Factor8,Negative,GO_Biological_Process,GO:0001823,mesonephros development,3/92,6/828,0.0207124410268171,0.940373512419336,3,FGFR2/GPC3/ZBTB16,Exploratory
Factor8,Negative,GO_Biological_Process,GO:0008277,regulation of G protein-coupled receptor signaling pathway,3/92,6/828,0.0207124410268171,0.940373512419336,3,RAMP1/CXCL8/APLN,Exploratory
Factor8,Negative,GO_Biological_Process,GO:0010907,positive regulation of glucose metabolic process,3/92,6/828,0.0207124410268171,0.940373512419336,3,GPLD1/GPT/PPP1R3G,Exploratory
Factor8,Negative,GO_Biological_Process,GO:0019433,triglyceride catabolic process,3/92,6/828,0.0207124410268171,0.940373512419336,3,GPLD1/APOA5/APOC3,Exploratory
Factor8,Negative,GO_Biological_Process,GO:0030901,midbrain development,3/92,6/828,0.0207124410268171,0.940373512419336,3,CKB/FGFR2/TTBK1,Exploratory
Factor8,Negative,GO_Biological_Process,GO:0032024,positive regulation of insulin secretion,3/92,6/828,0.0207124410268171,0.940373512419336,3,ACSL4/GPLD1/ANO1,Exploratory
